trial_id,resilience_profile,chaos_scenario,trial_num,started_at_utc,ended_at_utc,status,error_message,gatling_request_count,gatling_ok_count,gatling_ko_count,gatling_error_rate,gatling_p50_ms,gatling_p95_ms,gatling_p99_ms,gatling_mean_response_ms,gatling_mean_requests_per_sec,prometheus_error_rate,peak_process_cpu_usage,peak_jvm_heap_used_bytes,cb_recovery_time_seconds,cb_was_open_during_trial,gatling_report_dir
none__partial_failure__16,none,partial_failure,16,2026-07-02T03:38:06.056339+00:00,2026-07-02T03:43:50.819541+00:00,ok,,1556,1515,41,0.02634961439588689,10741.0,11382.0,11595.0,10282.0,4.56,,0.01583710407239819,233832448.0,0.00794612499885261,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702033809788
none__partial_failure__17,none,partial_failure,17,2026-07-02T03:44:00.831600+00:00,2026-07-02T03:49:46.569413+00:00,ok,,1548,1512,36,0.023255813953488372,10829.0,11420.0,11708.0,10348.0,4.54,,0.017358490566037735,235929600.0,0.007674291962757707,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702034405136
none__partial_failure__18,none,partial_failure,18,2026-07-02T03:49:56.581405+00:00,2026-07-02T03:55:42.092372+00:00,ok,,1551,1513,38,0.024500322372662798,10810.0,11377.0,11574.0,10330.0,4.55,,0.016855345911949687,238026752.0,0.008378083002753556,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702035000506
none__partial_failure__19,none,partial_failure,19,2026-07-02T03:55:52.104377+00:00,2026-07-02T04:01:37.846218+00:00,ok,,1556,1512,44,0.028277634961439587,10816.0,11421.0,11585.0,10307.0,4.55,,0.015841086245914005,235929600.0,0.010038624983280897,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702035555780
none__partial_failure__20,none,partial_failure,20,2026-07-02T04:01:47.848521+00:00,2026-07-02T04:07:33.997898+00:00,ok,,1553,1507,46,0.02962009014810045,10823.0,11428.0,11611.0,10329.0,4.54,,0.017839195979899497,235929600.0,0.007953749969601631,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702040152011
none__cascading_failure__01,none,cascading_failure,1,2026-07-02T04:07:44.009950+00:00,2026-07-02T04:13:50.668020+00:00,ok,,802,795,7,0.008728179551122194,21509.0,22492.0,22797.0,20341.0,2.28,,0.018877422602567327,238026752.0,0.006536999950185418,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702040757950
none__cascading_failure__02,none,cascading_failure,2,2026-07-02T04:14:00.679785+00:00,2026-07-02T04:20:06.795133+00:00,ok,,804,792,12,0.014925373134328358,21492.0,22506.0,22820.0,20299.0,2.28,,0.014857718458826493,235929600.0,0.0074592080200091004,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702041414534
none__cascading_failure__03,none,cascading_failure,3,2026-07-02T04:20:16.806901+00:00,2026-07-02T04:26:23.632300+00:00,ok,,802,792,10,0.012468827930174564,21532.0,22466.0,22794.0,20310.0,2.28,,0.009791614361034397,234881024.0,0.008452082984149456,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702042031277
none__cascading_failure__04,none,cascading_failure,4,2026-07-02T04:26:33.641717+00:00,2026-07-02T04:32:41.319231+00:00,ok,,805,789,16,0.01987577639751553,21463.0,22582.0,22993.0,20276.0,2.28,,0.015052684395383844,234881024.0,0.006413875031284988,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702042647755
none__cascading_failure__05,none,cascading_failure,5,2026-07-02T04:32:51.327103+00:00,2026-07-02T04:38:57.594410+00:00,ok,,804,793,11,0.013681592039800995,21485.0,22446.0,22808.0,20262.0,2.28,,0.015817223198594025,236978176.0,0.0058076250134035945,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702043305384
none__cascading_failure__06,none,cascading_failure,6,2026-07-02T04:39:07.606565+00:00,2026-07-02T04:45:13.120358+00:00,ok,,804,796,8,0.009950248756218905,21453.0,22454.0,22820.0,20248.0,2.29,,0.006535947712418301,236978176.0,0.0070755420019850135,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702043921576
none__cascading_failure__07,none,cascading_failure,7,2026-07-02T04:45:23.129413+00:00,2026-07-02T04:51:30.160532+00:00,ok,,805,798,7,0.008695652173913044,21490.0,22477.0,22721.0,20280.0,2.28,,0.020080321285140562,236978176.0,0.005754292011260986,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702044537333
none__cascading_failure__08,none,cascading_failure,8,2026-07-02T04:51:40.173742+00:00,2026-07-02T04:57:45.964872+00:00,ok,,801,788,13,0.016229712858926344,21594.0,22594.0,22996.0,20341.0,2.28,,0.014346841177951172,238026752.0,0.00730837497394532,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702045154005
none__cascading_failure__09,none,cascading_failure,9,2026-07-02T04:57:55.977158+00:00,2026-07-02T05:04:02.385009+00:00,ok,,802,792,10,0.012468827930174564,21553.0,22634.0,22909.0,20327.0,2.28,,0.006789036962534575,236978176.0,0.012441082973964512,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702045809871
none__cascading_failure__10,none,cascading_failure,10,2026-07-02T05:04:12.398456+00:00,2026-07-02T05:10:18.982948+00:00,ok,,803,796,7,0.008717310087173101,21467.0,22355.0,22624.0,20278.0,2.28,,0.015322783220296409,238026752.0,0.005671625025570393,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702050426333
none__cascading_failure__11,none,cascading_failure,11,2026-07-02T05:10:28.995951+00:00,2026-07-02T05:16:36.581618+00:00,ok,,803,796,7,0.008717310087173101,21531.0,22433.0,22714.0,20332.0,2.27,,0.017072558373085613,238026752.0,0.0063556249951943755,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702051043043
none__cascading_failure__12,none,cascading_failure,12,2026-07-02T05:16:46.593615+00:00,2026-07-02T05:22:53.005341+00:00,ok,,802,795,7,0.008728179551122194,21543.0,22484.0,22834.0,20336.0,2.28,,0.00931286181726655,235929600.0,0.0068721669958904386,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702051700432
none__cascading_failure__13,none,cascading_failure,13,2026-07-02T05:23:03.017092+00:00,2026-07-02T05:29:09.854660+00:00,ok,,802,796,6,0.007481296758104738,21504.0,22456.0,22714.0,20324.0,2.28,,0.013826043237807943,234881024.0,0.007922291988506913,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702052317041
none__cascading_failure__14,none,cascading_failure,14,2026-07-02T05:29:19.866191+00:00,2026-07-02T05:35:26.548247+00:00,ok,,800,792,8,0.01,21564.0,22584.0,22941.0,20357.0,2.27,,0.0140597539543058,236978176.0,0.00709862494841218,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702052933784
none__cascading_failure__15,none,cascading_failure,15,2026-07-02T05:35:36.560169+00:00,2026-07-02T05:41:43.550081+00:00,ok,,802,790,12,0.014962593516209476,21477.0,22570.0,22974.0,20301.0,2.28,,0.008056394763343404,236978176.0,0.006276999949477613,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702053550515
none__cascading_failure__16,none,cascading_failure,16,2026-07-02T05:41:53.562215+00:00,2026-07-02T05:48:00.402472+00:00,ok,,796,792,4,0.005025125628140704,21664.0,22639.0,23063.0,20480.0,2.25,,0.0155818044734858,235929600.0,0.006162208970636129,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702054207480
none__cascading_failure__17,none,cascading_failure,17,2026-07-02T05:48:10.414939+00:00,2026-07-02T05:54:16.596876+00:00,ok,,797,791,6,0.0075282308657465494,21549.0,22548.0,22914.0,20391.0,2.27,,0.01096436581111388,239075328.0,0.0062983749667182565,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702054825216
none__cascading_failure__18,none,cascading_failure,18,2026-07-02T05:54:26.608251+00:00,2026-07-02T06:00:33.211948+00:00,ok,,802,797,5,0.006234413965087282,21505.0,22508.0,22891.0,20335.0,2.28,,0.008741258741258742,234881024.0,0.0034242920810356736,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702055440553
none__cascading_failure__19,none,cascading_failure,19,2026-07-02T06:00:43.216347+00:00,2026-07-02T06:06:50.273361+00:00,ok,,799,793,6,0.007509386733416771,21607.0,22510.0,22828.0,20370.0,2.26,,0.00675,238026752.0,0.006920916028320789,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702060057175
none__cascading_failure__20,none,cascading_failure,20,2026-07-02T06:07:00.285183+00:00,2026-07-02T06:13:09.216097+00:00,ok,,809,793,16,0.019777503090234856,21353.0,22419.0,22703.0,20187.0,2.29,,0.013326628111641942,239075328.0,0.007431041914969683,False,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702060714060
circuit-breaker__service_termination__01,circuit-breaker,service_termination,1,2026-07-02T06:13:29.413647+00:00,2026-07-02T06:20:07.916057+00:00,ok,,263381,0,263381,1.0,38.0,107.0,1078.0,60.0,793.32,,0.5443625443625444,225443840.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702061333527
circuit-breaker__service_termination__02,circuit-breaker,service_termination,2,2026-07-02T06:20:17.931042+00:00,2026-07-02T06:26:55.229103+00:00,ok,,262098,0,262098,1.0,40.0,108.0,828.0,60.0,791.84,,0.2602836879432624,224395264.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702062022305
circuit-breaker__service_termination__03,circuit-breaker,service_termination,3,2026-07-02T06:27:05.246070+00:00,2026-07-02T06:33:42.258835+00:00,ok,,254355,0,254355,1.0,45.0,138.0,436.0,62.0,768.44,,0.31943918150814704,221249536.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702062709322
circuit-breaker__service_termination__04,circuit-breaker,service_termination,4,2026-07-02T06:33:52.276618+00:00,2026-07-02T06:40:29.531173+00:00,ok,,234282,0,234282,1.0,47.0,188.0,599.0,67.0,707.8,,0.41390548614883216,224395264.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702063356468
circuit-breaker__service_termination__05,circuit-breaker,service_termination,5,2026-07-02T06:40:39.545351+00:00,2026-07-02T06:47:20.085925+00:00,ok,,209303,0,209303,1.0,50.0,206.0,814.0,75.0,632.34,,0.45197740112994345,308281344.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702064043672
circuit-breaker__service_termination__06,circuit-breaker,service_termination,6,2026-07-02T06:47:30.100225+00:00,2026-07-02T06:54:06.818287+00:00,ok,,174337,0,174337,1.0,50.0,332.0,741.0,90.0,526.7,,0.518348623853211,309329920.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702064734058
circuit-breaker__service_termination__07,circuit-breaker,service_termination,7,2026-07-02T06:54:16.829957+00:00,2026-07-02T07:01:03.226493+00:00,ok,,155525,0,155525,1.0,62.0,242.0,713.0,103.0,457.43,1.0,0.4787520172135557,309329920.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702065420848
circuit-breaker__service_termination__08,circuit-breaker,service_termination,8,2026-07-02T07:01:13.241535+00:00,2026-07-02T07:07:51.514675+00:00,ok,,183898,0,183898,1.0,64.0,222.0,369.0,86.0,555.58,,0.35962145110410093,308281344.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702070117522
circuit-breaker__service_termination__09,circuit-breaker,service_termination,9,2026-07-02T07:08:01.531306+00:00,2026-07-02T07:15:06.384533+00:00,ok,,150371,0,150371,1.0,54.0,289.0,679.0,112.0,427.19,1.0,0.8501683501683501,311427072.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702070810735
circuit-breaker__service_termination__10,circuit-breaker,service_termination,10,2026-07-02T07:15:16.394704+00:00,2026-07-02T07:21:54.154482+00:00,ok,,144466,0,144466,1.0,87.0,263.0,409.0,109.0,436.45,,0.3855278766310795,641728504.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702071520644
circuit-breaker__service_termination__11,circuit-breaker,service_termination,11,2026-07-02T07:22:04.169582+00:00,2026-07-02T07:28:44.747865+00:00,ok,,136131,0,136131,1.0,97.0,260.0,379.0,116.0,411.27,,0.3766090474439132,635437056.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702072211445
circuit-breaker__service_termination__12,circuit-breaker,service_termination,12,2026-07-02T07:28:54.764293+00:00,2026-07-02T07:35:36.829495+00:00,ok,,111668,0,111668,1.0,123.0,289.0,404.0,141.0,337.37,,0.39745031871016123,624951296.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702072902453
circuit-breaker__service_termination__13,circuit-breaker,service_termination,13,2026-07-02T07:35:46.839995+00:00,2026-07-02T07:42:26.109482+00:00,ok,,140285,0,140285,1.0,96.0,262.0,346.0,112.0,423.82,,0.3436754176610979,633339904.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702073550768
circuit-breaker__service_termination__14,circuit-breaker,service_termination,14,2026-07-02T07:42:36.129720+00:00,2026-07-02T07:49:18.564313+00:00,ok,,146943,0,146943,1.0,82.0,264.0,472.0,107.0,443.94,,0.38379204892966357,572522496.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702074244477
circuit-breaker__service_termination__15,circuit-breaker,service_termination,15,2026-07-02T07:49:28.575924+00:00,2026-07-02T07:56:46.084573+00:00,ok,,549,0,549,1.0,30022.0,30096.0,30179.0,30036.0,1.52,,0.2658335700085203,69136488.0,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702074943242
circuit-breaker__service_termination__16,circuit-breaker,service_termination,16,2026-07-02T07:56:56.098920+00:00,2026-07-02T08:04:13.567938+00:00,ok,,550,0,550,1.0,30022.0,30106.0,30146.0,30044.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702075710273
circuit-breaker__service_termination__17,circuit-breaker,service_termination,17,2026-07-02T08:04:23.578510+00:00,2026-07-02T08:11:33.619797+00:00,ok,,550,0,550,1.0,30024.0,30100.0,30109.0,30042.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702080432531
circuit-breaker__service_termination__18,circuit-breaker,service_termination,18,2026-07-02T08:11:43.636761+00:00,2026-07-02T08:19:00.201141+00:00,ok,,550,0,550,1.0,30025.0,30121.0,30147.0,30044.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702081156865
circuit-breaker__service_termination__19,circuit-breaker,service_termination,19,2026-07-02T08:19:10.217881+00:00,2026-07-02T08:26:29.773390+00:00,ok,,550,0,550,1.0,30022.0,30112.0,30150.0,30045.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702081926234
circuit-breaker__service_termination__20,circuit-breaker,service_termination,20,2026-07-02T08:26:39.789332+00:00,2026-07-02T08:33:50.774118+00:00,ok,,550,0,550,1.0,30028.0,30103.0,30113.0,30043.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702082649518
circuit-breaker__latency_injection__01,circuit-breaker,latency_injection,1,2026-07-02T08:34:00.782013+00:00,2026-07-02T08:41:12.241898+00:00,ok,,550,0,550,1.0,30028.0,30114.0,30129.0,30045.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702083409759
circuit-breaker__latency_injection__02,circuit-breaker,latency_injection,2,2026-07-02T08:41:22.257182+00:00,2026-07-02T08:48:40.136573+00:00,ok,,550,0,550,1.0,30023.0,30110.0,30148.0,30042.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702084136894
circuit-breaker__latency_injection__03,circuit-breaker,latency_injection,3,2026-07-02T08:48:50.148981+00:00,2026-07-02T08:56:08.443523+00:00,ok,,550,0,550,1.0,30022.0,30116.0,30158.0,30043.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702084905024
circuit-breaker__latency_injection__04,circuit-breaker,latency_injection,4,2026-07-02T08:56:18.454669+00:00,2026-07-02T09:03:29.909207+00:00,ok,,550,0,550,1.0,30029.0,30111.0,30140.0,30048.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702085628605
circuit-breaker__latency_injection__05,circuit-breaker,latency_injection,5,2026-07-02T09:03:39.926798+00:00,2026-07-02T09:10:50.707043+00:00,ok,,550,0,550,1.0,30029.0,30107.0,30133.0,30044.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702090349026
circuit-breaker__latency_injection__06,circuit-breaker,latency_injection,6,2026-07-02T09:11:00.730795+00:00,2026-07-02T09:18:17.762931+00:00,ok,,550,0,550,1.0,30022.0,30115.0,30136.0,30042.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702091114303
circuit-breaker__latency_injection__07,circuit-breaker,latency_injection,7,2026-07-02T09:18:27.777733+00:00,2026-07-02T09:25:46.224853+00:00,ok,,550,0,550,1.0,30022.0,30106.0,30149.0,30041.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702091842552
circuit-breaker__latency_injection__08,circuit-breaker,latency_injection,8,2026-07-02T09:25:56.242672+00:00,2026-07-02T09:33:13.277632+00:00,ok,,550,0,550,1.0,30022.0,30097.0,30111.0,30041.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702092611650
circuit-breaker__latency_injection__09,circuit-breaker,latency_injection,9,2026-07-02T09:33:23.289448+00:00,2026-07-02T09:40:33.699999+00:00,ok,,549,0,549,1.0,30030.0,30101.0,30121.0,30046.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702093332419
circuit-breaker__latency_injection__10,circuit-breaker,latency_injection,10,2026-07-02T09:40:43.724791+00:00,2026-07-02T09:48:00.772773+00:00,ok,,550,0,550,1.0,30022.0,30107.0,30155.0,30042.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702094057452
circuit-breaker__latency_injection__11,circuit-breaker,latency_injection,11,2026-07-02T09:48:10.800555+00:00,2026-07-02T09:55:30.537315+00:00,ok,,549,0,549,1.0,30024.0,30137.0,30180.0,30046.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702094827981
circuit-breaker__latency_injection__12,circuit-breaker,latency_injection,12,2026-07-02T09:55:40.557693+00:00,2026-07-02T10:03:00.668751+00:00,ok,,549,0,549,1.0,30023.0,30141.0,30170.0,30048.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702095558558
circuit-breaker__latency_injection__13,circuit-breaker,latency_injection,13,2026-07-02T10:03:10.687962+00:00,2026-07-02T10:10:31.630129+00:00,ok,,549,0,549,1.0,30022.0,30132.0,30185.0,30046.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702100329125
circuit-breaker__latency_injection__14,circuit-breaker,latency_injection,14,2026-07-02T10:10:41.652012+00:00,2026-07-02T10:18:03.092229+00:00,ok,,549,0,549,1.0,30022.0,30140.0,30167.0,30046.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702101100881
circuit-breaker__latency_injection__15,circuit-breaker,latency_injection,15,2026-07-02T10:18:13.112655+00:00,2026-07-02T10:25:32.595937+00:00,ok,,549,0,549,1.0,30022.0,30134.0,30164.0,30044.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702101830631
circuit-breaker__latency_injection__16,circuit-breaker,latency_injection,16,2026-07-02T10:25:42.618323+00:00,2026-07-02T10:33:03.458750+00:00,ok,,549,0,549,1.0,30022.0,30136.0,30183.0,30047.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702102600992
circuit-breaker__latency_injection__17,circuit-breaker,latency_injection,17,2026-07-02T10:33:13.478805+00:00,2026-07-02T10:40:36.069688+00:00,ok,,549,0,549,1.0,30025.0,30137.0,30178.0,30046.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702103333879
circuit-breaker__latency_injection__18,circuit-breaker,latency_injection,18,2026-07-02T10:40:46.093405+00:00,2026-07-02T10:48:07.920603+00:00,ok,,549,0,549,1.0,30023.0,30133.0,30174.0,30045.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702104105993
circuit-breaker__latency_injection__19,circuit-breaker,latency_injection,19,2026-07-02T10:48:17.934267+00:00,2026-07-02T10:55:40.420071+00:00,ok,,550,0,550,1.0,30023.0,30135.0,30182.0,30044.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702104837421
circuit-breaker__latency_injection__20,circuit-breaker,latency_injection,20,2026-07-02T10:55:50.438244+00:00,2026-07-02T11:03:11.304873+00:00,ok,,550,0,550,1.0,30022.0,30136.0,30169.0,30045.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702105608699
circuit-breaker__partial_failure__01,circuit-breaker,partial_failure,1,2026-07-02T11:03:21.323411+00:00,2026-07-02T11:10:43.097604+00:00,ok,,549,0,549,1.0,30025.0,30145.0,30192.0,30048.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702110339532
circuit-breaker__partial_failure__02,circuit-breaker,partial_failure,2,2026-07-02T11:10:53.166270+00:00,2026-07-02T11:18:13.141130+00:00,ok,,550,0,550,1.0,30024.0,30107.0,30128.0,30043.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702111109408
circuit-breaker__partial_failure__03,circuit-breaker,partial_failure,3,2026-07-02T11:18:23.163755+00:00,2026-07-02T11:25:41.059519+00:00,ok,,549,0,549,1.0,30026.0,30108.0,30136.0,30037.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702111838933
circuit-breaker__partial_failure__04,circuit-breaker,partial_failure,4,2026-07-02T11:25:51.085631+00:00,2026-07-02T11:33:12.846859+00:00,ok,,550,0,550,1.0,30028.0,30142.0,30217.0,30046.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702112609996
circuit-breaker__partial_failure__05,circuit-breaker,partial_failure,5,2026-07-02T11:33:22.866011+00:00,2026-07-02T11:40:43.405733+00:00,ok,,549,0,549,1.0,30023.0,30123.0,30147.0,30041.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702113341185
circuit-breaker__partial_failure__06,circuit-breaker,partial_failure,6,2026-07-02T11:40:53.424603+00:00,2026-07-02T11:48:15.095875+00:00,ok,,549,0,549,1.0,30030.0,30160.0,30247.0,30055.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702114113128
circuit-breaker__partial_failure__07,circuit-breaker,partial_failure,7,2026-07-02T11:48:25.125150+00:00,2026-07-02T11:55:49.749094+00:00,ok,,549,0,549,1.0,30117.0,30181.0,30219.0,30100.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702114847166
circuit-breaker__partial_failure__08,circuit-breaker,partial_failure,8,2026-07-02T11:55:59.759093+00:00,2026-07-02T12:03:16.258751+00:00,ok,,549,0,549,1.0,30052.0,30191.0,30335.0,30076.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702115612776
circuit-breaker__partial_failure__09,circuit-breaker,partial_failure,9,2026-07-02T12:03:26.283311+00:00,2026-07-02T12:10:51.593006+00:00,ok,,549,0,549,1.0,30025.0,30153.0,30211.0,30051.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702120347588
circuit-breaker__partial_failure__10,circuit-breaker,partial_failure,10,2026-07-02T12:11:01.622680+00:00,2026-07-02T12:18:28.615648+00:00,ok,,549,0,549,1.0,30034.0,30145.0,30228.0,30051.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702121124962
circuit-breaker__partial_failure__11,circuit-breaker,partial_failure,11,2026-07-02T12:18:38.645784+00:00,2026-07-02T12:26:02.962445+00:00,ok,,549,0,549,1.0,30043.0,30151.0,30250.0,30058.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702121900148
circuit-breaker__partial_failure__12,circuit-breaker,partial_failure,12,2026-07-02T12:26:12.979128+00:00,2026-07-02T12:33:33.816609+00:00,ok,,549,0,549,1.0,30061.0,30158.0,30189.0,30074.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702122631840
circuit-breaker__partial_failure__13,circuit-breaker,partial_failure,13,2026-07-02T12:33:43.824774+00:00,2026-07-02T12:41:44.044987+00:00,ok,,549,0,549,1.0,30085.0,30376.0,32178.0,30134.0,1.52,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702123355170
circuit-breaker__partial_failure__14,circuit-breaker,partial_failure,14,2026-07-02T12:41:54.055744+00:00,2026-07-02T12:49:07.529419+00:00,ok,,548,0,548,1.0,30036.0,30110.0,30230.0,30048.0,1.53,,,,,True,/Users/pavan-work/Desktop/projects/dissertation-chaos/gatling/target/gatling/ordersimulation-20260702124206475
